1
2
3
4
6
9
12
20
28
41
41
41
41
41
41
45
62
121
198
291
440
542
769
1068
1452
2762
3591
5869
7234
9101
11227
13539
16619
19502
21863
24213
26406
28648
30392
31748
43437
46768
48128
48987
49793
50257
50425
49481
48637
47647
46435
45054
43346
41637
